"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL1823763";"";"0";"503.96";"2";"6.04";"12i";"O=C(/C=C/c1cccc(Cl)c1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"10.71";"0.20";"-0.64";"7.14";"False";"CHEMBL1828245";"Inhibition of PTP1B using p-nitrophenyl phosphate as substrate";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821688";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL2418906";"";"0";"351.24";"0";"1.98";"6t";"O=C(Cc1ccc(Br)cc1)OC1CSS(=O)(=O)C1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2421175";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417434";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL2419092";"";"0";"337.22";"0";"2.05";"6b";"O=C(OC1CSS(=O)(=O)C1)c1ccccc1Br";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2421175";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417434";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL2419080";"";"0";"271.32";"0";"2.52";"5j";"O=C(OC1CSSC1)c1ccc([N+](=O)[O-])cc1";"IC50";"'='";"22560.0";"nM";"4.65";"";"";"UO_0000065";"17.13";"0.37";"2.13";"6.69";"False";"CHEMBL2421175";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417434";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL506929";"LICOFLAVANONE A";"0";"322.36";"0";"4.38";"8";"CC(C)=CCc1cc2c(=O)cc(-c3ccc(O)cc3)oc2cc1O";"IC50";"'='";"54500.0";"nM";"4.26";"";"";"UO_0000065";"13.23";"0.24";"-0.12";"6.03";"False";"CHEMBL1228967";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221387";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL3234643";"";"0";"928.13";"3";"3.45";"1c";"CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"IC50";"'='";"6530.0";"nM";"5.18";"";"";"UO_0000065";"5.59";"0.11";"1.74";"1.98";"False";"CHEMBL3243182";"Inhibition of recombinant PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate assessed as inhibition of release of p-nitrophenol preincubated for 10 mins measured before substrate addition after 30 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232910";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL515252";"";"0";"538.46";"3";"5.13";"7";"O=c1c(-c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"9.93";"0.18";"0.22";"2.94";"False";"CHEMBL3587908";"Inhibition of human recombinant PTP1B using p-NPP as substrate preincubated for 10 mins followed by substrate addition measured after 20 mins by microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585252";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";""
"CHEMBL63677";"ROBUSTAFLAVONE";"0";"538.46";"3";"5.13";"4";"O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12";"IC50";"'='";"6200.0";"nM";"5.21";"";"";"UO_0000065";"9.67";"0.18";"0.08";"2.86";"False";"CHEMBL3587908";"Inhibition of human recombinant PTP1B using p-NPP as substrate preincubated for 10 mins followed by substrate addition measured after 20 mins by microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585252";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";""
"CHEMBL3593820";"";"0";"437.52";"0";"3.19";"16";"CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1cccc(OC)c1";"IC50";"'='";"2733.0";"nM";"5.56";"";"";"UO_0000065";"12.72";"0.25";"2.37";"4.84";"False";"CHEMBL3595240";"Inhibition of recombinant PTP1B (unknown origin) assessed as pNPP hydrolysis after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3593243";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";""
"CHEMBL3593817";"";"0";"421.52";"0";"3.49";"13";"CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(C)cc1";"IC50";"'='";"309.0";"nM";"6.51";"";"";"UO_0000065";"15.44";"0.31";"3.02";"6.16";"False";"CHEMBL3595240";"Inhibition of recombinant PTP1B (unknown origin) assessed as pNPP hydrolysis after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3593243";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";""
"CHEMBL227379";"";"0";"427.48";"0";"3.85";"3";"CC1(C)CC(NC(=O)/C=C/c2ccc(-c3ccc(O)c(C(=O)O)c3)o2)CC(C)(C)N1[O]";"IC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"10.81";"0.20";"0.77";"3.76";"False";"CHEMBL918429";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147128";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL205565";"";"0";"435.51";"0";"1.28";"8d";"CNC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)NCc1ccccc1.N";"IC50";"'='";"164000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL869484";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139672";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL109978";"";"0";"334.21";"0";"2.57";"42";"O=C([O-])C(F)(Oc1cccc(-c2ccccc2)c1)C(=O)[O-].[Na+].[Na+]";"IC50";"'='";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL767795";"Inhibitory activity against protein tyrosine phosphatase 1B (PTP1B) using fluorescein diphosphate as substrate at Km concentration (20 uM)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL3234647";"";"0";"912.13";"3";"4.48";"1g";"C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(C(=O)O[C@@H]5O[C@H](CNC(=O)c6ccccc6C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]34C)C2(C)C)[C@@H](O)[C@H](O)[C@@H]1O";"IC50";"'='";"10360.0";"nM";"4.99";"";"";"UO_0000065";"5.46";"0.10";"0.50";"2.06";"False";"CHEMBL3243182";"Inhibition of recombinant PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate assessed as inhibition of release of p-nitrophenol preincubated for 10 mins measured before substrate addition after 30 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232910";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL3586408";"";"0";"440.66";"0";"4.87";"3";"CC1=CCC[C@H](C)[C@@]1(C)CCC(C)(O)CCC/C(C)=C/C[n+]1cn(C)c2ncnc(N)c21";"IC50";"'>'";"23000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3587478";"Inhibition of human recombinant PTP1B using pNPP as substrate assessed as rate of hydrolysis incubated for 10 mins prior to substrate addition measured after 30 mins by microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585317";"1";"Scientific Literature";"J. Nat. Prod.";"2015";""
"CHEMBL193838";"AGELINE A";"0";"458.09";"1";"5.67";"9";"CC1=CCC[C@H](C)[C@@]1(C)CC/C(C)=C/CC/C(C)=C/Cn1c[n+](C)c2ncnc(N)c21.[Cl-]";"IC50";"'>'";"24000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3587478";"Inhibition of human recombinant PTP1B using pNPP as substrate assessed as rate of hydrolysis incubated for 10 mins prior to substrate addition measured after 30 mins by microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585317";"1";"Scientific Literature";"J. Nat. Prod.";"2015";""
"CHEMBL66062";"";"0";"283.24";"0";"-0.44";"1";"N[C@@H](Cc1ccc(OC(C(=O)O)C(=O)O)cc1)C(=O)O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"17.65";"0.34";"5.44";"3.40";"False";"CHEMBL771830";"Compound concentration that cause 50% inhibition of protein-tyrosine phosphatase 1B (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130924";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL324669";"";"0";"496.60";"1";"7.12";"8cc";"CCCc1sc(NS(=O)(=O)/C=C/c2ccc(F)c(F)c2)nc1-c1ccc(-c2ccccc2)cc1";"IC50";"'='";"77000.0";"nM";"4.11";"";"";"UO_0000065";"8.28";"0.17";"-3.01";"6.96";"False";"CHEMBL770121";"In vitro inhibitory activity against human recombinant Protein-tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134159";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";""
"CHEMBL3234644";"";"0";"898.10";"3";"4.09";"1d";"CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"IC50";"'='";"16560.0";"nM";"4.78";"";"";"UO_0000065";"5.32";"0.10";"0.69";"1.98";"False";"CHEMBL3243182";"Inhibition of recombinant PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate assessed as inhibition of release of p-nitrophenol preincubated for 10 mins measured before substrate addition after 30 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232910";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL3234650";"";"0";"1090.27";"";"";"1j";"CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"IC50";"'='";"3120.0";"nM";"5.51";"";"";"UO_0000065";"5.05";"";"";"";"False";"CHEMBL3243182";"Inhibition of recombinant PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate assessed as inhibition of release of p-nitrophenol preincubated for 10 mins measured before substrate addition after 30 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232910";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL3234651";"";"0";"765.99";"3";"5.63";"2a";"CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"IC50";"'='";"20370.0";"nM";"4.69";"";"";"UO_0000065";"6.12";"0.12";"-0.94";"2.57";"False";"CHEMBL3243182";"Inhibition of recombinant PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate assessed as inhibition of release of p-nitrophenol preincubated for 10 mins measured before substrate addition after 30 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232910";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL179166";"SODIUM ORTHOVANAD";"0";"183.91";"";"";"Sodium orthovanadate";"";"IC50";"'='";"7830.0";"nM";"5.11";"";"";"UO_0000065";"27.76";"";"";"";"False";"CHEMBL3243182";"Inhibition of recombinant PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate assessed as inhibition of release of p-nitrophenol preincubated for 10 mins measured before substrate addition after 30 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232910";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL590043";"";"0";"557.61";"2";"6.20";"9, II-BO8";"Cn1c(-c2ccccc2)c(-c2cn(CCC(=O)Nc3ccc(-c4ccccc4)cc3)nn2)c2cc(C(=O)O)c(O)cc21";"IC50";"'='";"14300.0";"nM";"4.84";"";"";"UO_0000065";"8.69";"0.16";"-1.36";"3.96";"False";"CHEMBL1070014";"Inhibition of PTP1B expressed in Escherichia coli assessed as inhibition of p-nitrophenyl phosphate hydrolysis at pH 7 by spectrophotometry";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157613";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL596979";"";"0";"477.58";"1";"5.82";"P01";"CC(C)OC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)C1C2CCC(C2)C1C(=O)O";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"9.47";"0.18";"-1.30";"4.88";"False";"CHEMBL1067748";"Inhibition of PTP1B expressed in Escherichia coli BL21 (DE3) after 10 mins by spectrophotometry";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157587";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL599642";"";"0";"459.52";"1";"6.08";"P04";"CC(C)OC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)c1ccccc1C(=O)O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1067748";"Inhibition of PTP1B expressed in Escherichia coli BL21 (DE3) after 10 mins by spectrophotometry";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157587";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL146011";"";"0";"348.40";"0";"4.80";"ID 11";"COc1ccc(-c2cc(-c3ccc(C)cc3)ccc2OCC(=O)O)cc1";"IC50";"'='";"46773514.13";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL767799";"Inhibitory activity determined against Protein tyrosine phosphatase PTB1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145746";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL3238188";"";"0";"352.48";"1";"5.32";"8";"CC(C)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)C)cc2)cc1";"IC50";"'='";"16540.0";"nM";"4.78";"";"";"UO_0000065";"13.57";"0.25";"-0.54";"8.22";"False";"CHEMBL3240343";"Inhibition of PTP1B (unknown origin) using pNPP as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232924";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";""
"CHEMBL151300";"";"0";"310.24";"0";"4.08";"19b";"O=P(O)(O)C(F)(F)c1cccc(/C=C/c2ccccc2)c1";"IC50";"'='";"386200.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL767802";"Inhibitory potency for the protein tyrosine phosphatase (PTP 1B)-catalyzed hydrolysis of p-nitrophenol phosphate";"F";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131941";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL150915";"";"0";"232.12";"0";"1.89";"15d";"C#Cc1ccc(C(F)(F)P(=O)(O)O)cc1";"IC50";"'='";"77500.0";"nM";"4.11";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL767802";"Inhibitory potency for the protein tyrosine phosphatase (PTP 1B)-catalyzed hydrolysis of p-nitrophenol phosphate";"F";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131941";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL3238196";"";"0";"626.84";"2";"6.87";"16";"O=C(Nc1ccc(-c2ccc(NC(=O)C3CCN(C(=O)C4CCCCC4)CC3)cc2)cc1)C1CCN(C(=O)C2CCCCC2)CC1";"IC50";"'='";"14630.0";"nM";"4.83";"";"";"UO_0000065";"7.71";"0.14";"-2.04";"4.89";"False";"CHEMBL3240343";"Inhibition of PTP1B (unknown origin) using pNPP as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232924";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";""
"CHEMBL2437364";"";"0";"570.55";"2";"4.85";"licobichalcone";"COc1c([C@H]2c3c(cc(O)c(O)c3OC)C=C(C(=O)c3ccc(O)cc3)[C@H]2C(=O)c2ccc(O)cc2)ccc(O)c1O";"IC50";"'='";"36200.0";"nM";"4.44";"";"";"UO_0000065";"7.78";"0.14";"-0.41";"2.55";"False";"CHEMBL2438603";"Inhibition of PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434949";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL2437363";"";"0";"410.51";"0";"4.61";"kanzonol Y";"CC(C)=CCc1cc(C[C@@H](O)C(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O";"IC50";"'='";"90500.0";"nM";"4.04";"";"";"UO_0000065";"9.85";"0.18";"-0.57";"4.13";"False";"CHEMBL2438603";"Inhibition of PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434949";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL256340";"LESPEDEZAFLAVANONE B";"0";"408.49";"1";"5.53";"lespedezaflavanone B";"CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O";"IC50";"'='";"62400.0";"nM";"4.21";"";"";"UO_0000065";"10.29";"0.19";"-1.33";"4.83";"False";"CHEMBL2438603";"Inhibition of PTP1B (unknown origin) using p-nitrophenyl phosphate as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434949";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL487051";"";"0";"274.32";"0";"4.44";"4d";"O=C(/C=C/c1cccc2ccccc12)c1ccccc1O";"IC50";"'='";"158490.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1168592";"Inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165932";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL2063152";"";"0";"474.68";"0";"3.59";"4";"CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)[C@](C)(CO)[C@@H](O)CC1";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"10.89";"0.21";"1.58";"5.11";"False";"CHEMBL2066218";"Inhibition of GST-tagged human recombinant PTP1B using para-nitrophenyl phosphate as substrate by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062412";"1";"Scientific Literature";"J. Nat. Prod.";"2012";""
"CHEMBL572582";"";"0";"458.26";"1";"5.37";"3c";"O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2cccc(C(F)(F)F)c2)S1";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"11.12";"0.26";"-0.27";"9.20";"False";"CHEMBL1038652";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154176";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL604706";"";"0";"513.62";"2";"6.75";"P11";"O=C(OCc1ccccc1)c1c(-c2ccc3ccccc3c2)csc1NC(=O)C1CCCCC1C(=O)O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1067748";"Inhibition of PTP1B expressed in Escherichia coli BL21 (DE3) after 10 mins by spectrophotometry";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157587";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL596786";"";"0";"411.48";"0";"4.05";"P13";"CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)C1C2C=CC(C2)C1C(=O)O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1067748";"Inhibition of PTP1B expressed in Escherichia coli BL21 (DE3) after 10 mins by spectrophotometry";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157587";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL604457";"";"0";"451.95";"0";"1.41";"28";"CS(=O)(=O)OC1C(Cl)CCCC1Cc1ccc(N2CC(=O)CS2(=O)=O)c(O)c1";"IC50";"'='";"12.6";"nM";"7.90";"";"";"UO_0000065";"17.48";"0.39";"6.49";"6.69";"False";"CHEMBL1071696";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157711";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
